OrderID,CustomerID,TransactionDate,ProductID,ProductName,ProductCategory,AmountSpent,DiscountApplied,FinalAmount,PaymentMethod,Location,CustomerSignupDate,CustomerAge,Gender,IncomeGroup
O154302,1048,2024-03-11,P195,Product-P195,Clothing,173.13,13.0,160.13,Net Banking,Delhi,2023-05-16,43,Male,High
O787326,1109,2024-04-11,P740,Product-P740,Clothing,18.86,4.11,14.75,Debit Card,Hyderabad,2023-10-18,22,Female,High
O239145,1277,2024-01-24,P820,Product-P820,Electronics,43.31,0.01,43.3,UPI,Mumbai,2023-03-13,37,Male,Low
O542828,1027,2024-02-27,P631,Product-P631,Home,31.38,0.09,31.29,Net Banking,Mumbai,2023-08-03,39,Male,Medium
O208214,1122,2024-02-03,P589,Product-P589,Electronics,185.03,12.71,172.32,Credit Card,Mumbai,2023-10-03,54,Other,Medium
O171734,1145,2024-03-21,P476,Product-P476,Clothing,18.83,0.77,18.06,Debit Card,Delhi,2023-11-02,59,Other,Medium
O468247,1002,2024-05-15,P676,Product-P676,Electronics,234.76,42.98,191.78,Debit Card,Hyderabad,2023-02-27,46,Female,Medium
O327797,1279,2024-02-24,P743,Product-P743,Grocery,189.17,52.2,136.97,Cash,Hyderabad,2023-04-04,50,Other,Medium
O468611,1163,2024-01-23,P202,Product-P202,Grocery,31.11,7.02,24.09,Cash,Hyderabad,2023-01-02,39,Male,Medium
O680278,1042,2024-04-19,P422,Product-P422,Grocery,233.68,17.37,216.31,Credit Card,Delhi,2023-02-17,56,Male,Medium
O642899,1223,2024-03-13,P897,Product-P897,Electronics,5.65,1.44,4.21,Net Banking,Delhi,2023-06-23,34,Other,Low
O618927,1228,2024-05-10,P293,Product-P293,Home,528.99,46.9,482.09,Credit Card,Delhi,2023-10-29,23,Female,Medium
O653948,1206,2024-04-08,P215,Product-P215,Grocery,65.41,9.8,55.61,Cash,Mumbai,2023-08-05,19,Male,Medium
O483162,1005,2024-01-04,P469,Product-P469,Clothing,526.39,20.84,505.55,Cash,Hyderabad,2023-05-06,25,Other,Medium
O715895,1199,2024-02-14,P881,Product-P881,Home,68.66,19.66,49.0,Credit Card,Mumbai,2023-12-04,58,Other,Low
O631219,1181,2024-01-18,P114,Product-P114,Clothing,343.22,22.21,321.01,Credit Card,Hyderabad,2023-11-03,44,Male,Low
O186431,1229,2024-03-14,P743,Product-P743,Beauty,26.05,5.99,20.06,UPI,Hyderabad,2023-04-23,39,Other,Low
O947312,1165,2024-02-09,P384,Product-P384,Electronics,45.17,4.2,40.97,Cash,Delhi,2023-09-14,19,Male,Low
O832614,1124,2024-02-09,P649,Product-P649,Clothing,0.07,0.01,0.06,Credit Card,Bangalore,2023-10-27,61,Male,Medium
O221620,1251,2024-04-21,P847,Product-P847,Grocery,143.39,2.49,140.9,Credit Card,Hyderabad,2023-05-05,35,Male,Low
O113280,1218,2024-04-26,P726,Product-P726,Beauty,27.41,0.45,26.96,Debit Card,Mumbai,2023-08-20,49,Male,Medium
O642347,1047,2024-02-05,P818,Product-P818,Electronics,306.12,15.05,291.07,Net Banking,Chennai,2023-11-06,26,Other,Low
O908903,1186,2024-03-07,P270,Product-P270,Clothing,352.49,13.42,339.07,Net Banking,Mumbai,2023-07-05,23,Male,Medium
O846925,1032,2024-01-08,P443,Product-P443,Home,89.38,7.29,82.09,Credit Card,Bangalore,2023-01-04,45,Male,High
O694423,1182,2024-01-20,P608,Product-P608,Home,647.92,99.28,548.64,Credit Card,Hyderabad,2023-06-15,30,Female,Low
O806866,1128,2024-02-12,P476,Product-P476,Grocery,79.22,6.06,73.16,Credit Card,Chennai,2023-07-05,52,Other,Medium
O148215,1044,2024-01-30,P333,Product-P333,Beauty,554.21,0.43,553.78,Credit Card,Delhi,2023-02-19,21,Female,Medium
O679720,1087,2024-04-30,P472,Product-P472,Home,67.96,18.76,49.2,Debit Card,Mumbai,2023-11-22,43,Female,High
O966120,1232,2024-04-17,P329,Product-P329,Clothing,336.89,25.09,311.8,Net Banking,Bangalore,2023-12-29,50,Female,Medium
O334026,1162,2024-01-20,P685,Product-P685,Clothing,463.4,16.6,446.8,Credit Card,Delhi,2023-08-21,24,Other,Medium
O911102,1018,2024-05-12,P147,Product-P147,Home,29.0,0.6,28.4,UPI,Bangalore,2023-04-30,19,Other,Low
O310418,1204,2024-03-20,P435,Product-P435,Electronics,201.51,33.44,168.07,Credit Card,Bangalore,2023-09-28,54,Other,Medium
O486162,1289,2024-03-15,P677,Product-P677,Clothing,55.19,12.25,42.94,Debit Card,Hyderabad,2023-10-04,52,Female,Medium
O257880,1062,2024-05-06,P891,Product-P891,Grocery,46.04,10.12,35.92,Cash,Delhi,2023-12-27,21,Female,Medium
O451291,1284,2024-01-02,P519,Product-P519,Electronics,17.04,1.19,15.85,Net Banking,Mumbai,2023-08-15,55,Male,High
O315161,1013,2024-01-01,P877,Product-P877,Home,29.06,7.4,21.66,Net Banking,Mumbai,2023-08-05,53,Female,Low
O846221,1109,2024-05-15,P343,Product-P343,Home,70.66,10.43,60.23,Credit Card,Delhi,2023-10-18,22,Female,High
O834891,1108,2024-03-12,P195,Product-P195,Electronics,98.24,27.15,71.09,Cash,Hyderabad,2023-04-19,50,Female,High
O768169,1298,2024-04-05,P569,Product-P569,Electronics,397.15,69.2,327.95,Cash,Delhi,2023-07-25,58,Other,Medium
O348273,1241,2024-04-10,P176,Product-P176,Beauty,11.55,1.97,9.58,UPI,Delhi,2023-05-02,43,Other,Medium
O433507,1174,2024-03-15,P367,Product-P367,Clothing,59.5,16.53,42.97,UPI,Bangalore,2023-04-12,47,Female,Medium
O917823,1267,2024-04-25,P378,Product-P378,Grocery,463.5,10.39,453.11,Debit Card,Delhi,2023-02-20,29,Other,Medium
O526259,1052,2024-01-28,P259,Product-P259,Electronics,315.51,15.56,299.95,UPI,Bangalore,2023-03-05,64,Other,High
O423284,1126,2024-01-31,P648,Product-P648,Clothing,133.88,38.74,95.14,Debit Card,Hyderabad,2023-10-26,39,Other,Medium
O142288,1267,2024-04-28,P371,Product-P371,Electronics,26.87,0.73,26.14,Net Banking,Chennai,2023-02-20,29,Other,Medium
O515492,1159,2024-02-25,P955,Product-P955,Clothing,14.23,0.63,13.6,Debit Card,Bangalore,2023-05-31,53,Male,Medium
O524035,1197,2024-05-11,P150,Product-P150,Clothing,86.33,6.74,79.59,Debit Card,Mumbai,2023-03-06,49,Female,High
O942946,1192,2024-04-25,P669,Product-P669,Beauty,612.31,45.9,566.41,UPI,Mumbai,2023-02-10,59,Female,Low
O307757,1096,2024-02-05,P224,Product-P224,Electronics,115.37,2.13,113.24,Debit Card,Delhi,2023-12-19,24,Other,High
O122859,1066,2024-04-12,P481,Product-P481,Electronics,102.96,17.99,84.97,Net Banking,Mumbai,2023-04-27,21,Other,Low
O228479,1098,2024-01-17,P302,Product-P302,Home,150.33,36.5,113.83,Credit Card,Bangalore,2023-04-23,41,Female,Low
O961599,1003,2024-01-11,P572,Product-P572,Electronics,230.27,11.6,218.67,Cash,Hyderabad,2023-01-13,32,Male,Low
O471136,1125,2024-04-11,P608,Product-P608,Electronics,403.63,46.34,357.29,UPI,Delhi,2023-08-08,57,Female,Low
O743937,1197,2024-02-24,P291,Product-P291,Clothing,213.04,17.89,195.15,Debit Card,Mumbai,2023-03-06,49,Female,High
O163941,1029,2024-03-03,P762,Product-P762,Clothing,37.72,5.65,32.07,Cash,Hyderabad,2023-08-18,42,Male,Medium
O361250,1298,2024-01-23,P386,Product-P386,Home,419.02,17.25,401.77,Debit Card,Chennai,2023-07-25,58,Other,Medium
O693128,1189,2024-01-05,P491,Product-P491,Clothing,4.55,0.65,3.9,UPI,Bangalore,2023-01-30,26,Male,Low
O726121,1276,2024-05-08,P429,Product-P429,Home,574.56,46.61,527.95,Credit Card,Bangalore,2023-08-18,20,Female,Medium
O474795,1080,2024-02-26,P130,Product-P130,Clothing,182.04,3.2,178.84,UPI,Chennai,2023-12-10,57,Female,Medium
O659614,1028,2024-02-29,P263,Product-P263,Electronics,152.85,11.37,141.48,Debit Card,Bangalore,2023-04-23,61,Male,Low
O979988,1152,2024-01-15,P882,Product-P882,Grocery,403.04,69.61,333.43,UPI,Bangalore,2023-02-28,54,Other,Medium
O129576,1035,2024-02-14,P280,Product-P280,Grocery,373.28,66.35,306.93,Net Banking,Chennai,2023-08-05,64,Male,Low
O668458,1187,2024-03-31,P681,Product-P681,Beauty,122.61,5.23,117.38,Debit Card,Hyderabad,2023-06-07,25,Female,Medium
O730889,1172,2024-03-20,P279,Product-P279,Home,48.81,0.56,48.25,Credit Card,Delhi,2023-09-17,61,Male,Medium
O311250,1094,2024-02-26,P120,Product-P120,Beauty,57.04,8.18,48.86,Net Banking,Chennai,2023-05-19,18,Other,Low
O122977,1058,2024-02-03,P448,Product-P448,Grocery,200.43,55.25,145.18,Net Banking,Mumbai,2023-11-13,31,Other,Medium
O176054,1086,2024-02-07,P700,Product-P700,Grocery,185.53,43.1,142.43,Cash,Bangalore,2023-11-08,41,Male,High
O438273,1103,2024-04-05,P821,Product-P821,Home,208.56,36.67,171.89,Net Banking,Bangalore,2023-01-17,28,Male,High
O282664,1211,2024-02-04,P261,Product-P261,Home,159.21,37.82,121.39,UPI,Bangalore,2023-06-09,49,Male,Medium
O869649,1244,2024-04-01,P328,Product-P328,Beauty,282.38,69.0,213.38,UPI,Bangalore,2023-09-06,37,Female,Low
O992083,1300,2024-03-16,P230,Product-P230,Grocery,408.66,89.35,319.31,Cash,Hyderabad,2023-03-26,50,Other,Low
O770718,1042,2024-01-09,P286,Product-P286,Beauty,27.8,2.65,25.15,Cash,Delhi,2023-02-17,56,Male,Medium
O463656,1289,2024-01-27,P608,Product-P608,Grocery,826.64,82.13,744.51,Credit Card,Delhi,2023-10-04,52,Female,Medium
O111949,1078,2024-03-22,P271,Product-P271,Electronics,60.02,14.79,45.23,Net Banking,Hyderabad,2023-07-01,31,Other,High
O925250,1155,2024-03-08,P314,Product-P314,Grocery,453.12,94.23,358.89,Net Banking,Bangalore,2023-05-17,62,Female,Low
O274418,1238,2024-01-28,P837,Product-P837,Electronics,163.59,2.36,161.23,UPI,Hyderabad,2023-06-19,37,Female,Medium
O969067,1270,2024-04-15,P604,Product-P604,Home,79.99,8.43,71.56,UPI,Mumbai,2023-06-23,49,Male,Medium
O573209,1252,2024-05-02,P907,Product-P907,Beauty,204.28,39.89,164.39,Debit Card,Delhi,2023-08-31,57,Female,Medium
O209812,1255,2024-01-19,P918,Product-P918,Electronics,280.53,24.82,255.71,Net Banking,Bangalore,2023-02-18,45,Other,Low
O673619,1125,2024-01-19,P450,Product-P450,Grocery,80.66,21.49,59.17,Debit Card,Mumbai,2023-08-08,57,Female,Low
O552275,1154,2024-01-24,P446,Product-P446,Beauty,140.89,41.64,99.25,UPI,Mumbai,2023-10-02,56,Female,High
O315535,1274,2024-02-12,P721,Product-P721,Home,30.66,1.45,29.21,Credit Card,Bangalore,2023-04-08,36,Female,Medium
O792687,1069,2024-02-18,P519,Product-P519,Beauty,880.48,190.72,689.76,Cash,Bangalore,2023-04-30,43,Other,Medium
O676363,1131,2024-03-13,P404,Product-P404,Grocery,71.66,2.06,69.6,UPI,Chennai,2023-09-18,54,Female,Medium
O408857,1057,2024-05-05,P257,Product-P257,Electronics,441.7,47.81,393.89,UPI,Mumbai,2023-11-18,52,Female,High
O185916,1193,2024-05-02,P304,Product-P304,Electronics,177.78,1.37,176.41,Debit Card,Bangalore,2023-02-13,61,Female,High
O612855,1066,2024-05-01,P964,Product-P964,Electronics,191.36,17.7,173.66,UPI,Hyderabad,2023-04-27,21,Other,Low
O487345,1175,2024-03-08,P193,Product-P193,Beauty,98.44,11.44,87.0,Net Banking,Hyderabad,2023-03-20,28,Male,Medium
O337232,1242,2024-02-17,P556,Product-P556,Electronics,353.71,27.94,325.77,UPI,Bangalore,2023-05-23,20,Female,Low
O800596,1009,2024-03-09,P677,Product-P677,Electronics,43.95,1.99,41.96,Credit Card,Mumbai,2023-12-13,40,Other,Low
O680493,1242,2024-03-29,P927,Product-P927,Beauty,270.88,33.64,237.24,Cash,Delhi,2023-05-23,20,Female,Low
O820442,1146,2024-01-16,P960,Product-P960,Home,20.17,4.95,15.22,UPI,Chennai,2023-08-28,30,Male,Medium
O995420,1093,2024-05-01,P686,Product-P686,Grocery,416.68,59.53,357.15,Credit Card,Hyderabad,2023-07-14,62,Female,Low
O254610,1143,2024-01-09,P614,Product-P614,Beauty,352.03,95.1,256.93,Cash,Chennai,2023-07-17,32,Female,Medium
O947732,1221,2024-01-31,P875,Product-P875,Home,491.13,25.47,465.66,Debit Card,Delhi,2023-04-26,21,Male,Low
O962520,1031,2024-02-19,P229,Product-P229,Electronics,8.61,1.09,7.52,UPI,Delhi,2023-05-23,59,Other,Medium
O506951,1249,2024-02-07,P954,Product-P954,Beauty,84.72,6.55,78.17,Credit Card,Mumbai,2023-10-23,57,Male,Low
O112964,1284,2024-04-11,P665,Product-P665,Clothing,528.4,135.79,392.61,Cash,Hyderabad,2023-08-15,55,Male,High
O694116,1211,2024-05-13,P900,Product-P900,Home,253.88,8.57,245.31,Debit Card,Delhi,2023-06-09,49,Male,Medium
O460572,1262,2024-01-26,P208,Product-P208,Beauty,164.05,38.37,125.68,Net Banking,Chennai,2023-08-28,24,Female,Medium
O596025,1009,2024-04-15,P370,Product-P370,Home,244.77,48.08,196.69,Cash,Chennai,2023-12-13,40,Other,Low
O813884,1212,2024-01-10,P276,Product-P276,Clothing,276.87,33.47,243.4,Cash,Chennai,2023-07-24,50,Male,Medium
O151685,1073,2024-04-12,P139,Product-P139,Home,72.51,19.35,53.16,Net Banking,Delhi,2023-08-21,53,Male,Medium
O393964,1004,2024-05-01,P375,Product-P375,Clothing,63.44,0.39,63.05,Net Banking,Bangalore,2023-05-21,60,Other,Medium
O415076,1289,2024-05-05,P978,Product-P978,Electronics,267.42,78.02,189.4,Debit Card,Delhi,2023-10-04,52,Female,Medium
O776913,1287,2024-04-23,P892,Product-P892,Clothing,36.21,2.93,33.28,UPI,Chennai,2023-01-26,52,Other,Low
O896386,1086,2024-01-23,P292,Product-P292,Home,350.45,22.22,328.23,UPI,Hyderabad,2023-11-08,41,Male,High
O168804,1015,2024-05-12,P988,Product-P988,Clothing,91.4,22.51,68.89,Cash,Delhi,2023-01-16,41,Female,Low
O130354,1180,2024-03-20,P826,Product-P826,Beauty,269.21,32.58,236.63,Cash,Chennai,2023-01-01,18,Female,Low
O578621,1287,2024-02-14,P297,Product-P297,Grocery,40.45,10.16,30.29,Debit Card,Mumbai,2023-01-26,52,Other,Low
O516224,1060,2024-01-13,P469,Product-P469,Grocery,309.9,25.47,284.43,UPI,Chennai,2023-10-23,53,Female,Medium
O567773,1281,2024-02-01,P797,Product-P797,Electronics,461.11,33.47,427.64,UPI,Chennai,2023-08-25,28,Male,Medium
O271456,1218,2024-02-15,P991,Product-P991,Home,427.29,75.23,352.06,Net Banking,Bangalore,2023-08-20,49,Male,Medium
O270820,1289,2024-03-07,P866,Product-P866,Electronics,91.03,7.78,83.25,UPI,Mumbai,2023-10-04,52,Female,Medium
O783238,1098,2024-02-24,P977,Product-P977,Grocery,111.71,21.7,90.01,Debit Card,Bangalore,2023-04-23,41,Female,Low
O238741,1296,2024-04-14,P625,Product-P625,Electronics,123.7,32.09,91.61,Credit Card,Hyderabad,2023-09-04,52,Male,High
O847362,1224,2024-02-14,P715,Product-P715,Electronics,138.34,9.29,129.05,Cash,Bangalore,2023-01-11,55,Female,High
O328808,1064,2024-03-11,P533,Product-P533,Home,26.75,6.83,19.92,UPI,Bangalore,2023-01-24,23,Other,High
O207282,1227,2024-04-29,P409,Product-P409,Beauty,17.61,4.35,13.26,UPI,Chennai,2023-04-28,51,Other,Medium
O396408,1265,2024-01-02,P623,Product-P623,Clothing,663.85,111.82,552.03,Cash,Chennai,2023-12-01,19,Other,Medium
O771712,1271,2024-03-17,P800,Product-P800,Electronics,266.43,38.5,227.93,Net Banking,Bangalore,2023-02-25,26,Female,Medium
O257212,1086,2024-03-24,P982,Product-P982,Clothing,185.85,14.56,171.29,Net Banking,Delhi,2023-11-08,41,Male,High
O792616,1096,2024-05-12,P883,Product-P883,Grocery,7.1,1.92,5.18,Cash,Hyderabad,2023-12-19,24,Other,High
O372028,1291,2024-03-22,P797,Product-P797,Grocery,416.47,90.12,326.35,UPI,Bangalore,2023-02-17,46,Male,Medium
O955653,1041,2024-04-17,P514,Product-P514,Home,12.52,2.77,9.75,Cash,Chennai,2023-02-22,26,Male,Medium
O631958,1092,2024-02-18,P451,Product-P451,Grocery,25.08,5.16,19.92,UPI,Bangalore,2023-08-25,32,Female,High
O408054,1145,2024-03-17,P965,Product-P965,Grocery,560.15,141.27,418.88,Cash,Delhi,2023-11-02,59,Other,Medium
O812730,1039,2024-01-25,P582,Product-P582,Grocery,303.21,67.4,235.81,Cash,Delhi,2023-04-21,24,Other,Low
O540897,1015,2024-03-26,P770,Product-P770,Electronics,53.75,3.58,50.17,Debit Card,Bangalore,2023-01-16,41,Female,Low
O593393,1006,2024-03-25,P480,Product-P480,Clothing,509.97,89.59,420.38,UPI,Mumbai,2023-04-25,38,Male,High
O595158,1273,2024-01-14,P987,Product-P987,Beauty,223.43,38.9,184.53,Cash,Mumbai,2023-04-09,52,Male,Low
O412848,1006,2024-02-19,P612,Product-P612,Electronics,234.2,60.95,173.25,UPI,Chennai,2023-04-25,38,Male,High
O529068,1188,2024-04-15,P155,Product-P155,Grocery,340.91,14.05,326.86,Debit Card,Bangalore,2023-05-03,44,Female,Medium
O611265,1201,2024-04-27,P246,Product-P246,Clothing,184.64,47.77,136.87,Debit Card,Mumbai,2023-10-09,56,Male,Medium
O574012,1189,2024-03-26,P746,Product-P746,Grocery,203.97,19.18,184.79,Credit Card,Mumbai,2023-01-30,26,Male,Low
O923353,1025,2024-03-11,P314,Product-P314,Grocery,22.5,3.89,18.61,Debit Card,Hyderabad,2023-12-26,50,Male,High
O549865,1193,2024-01-23,P232,Product-P232,Beauty,19.14,2.49,16.65,UPI,Hyderabad,2023-02-13,61,Female,High
O114760,1210,2024-05-02,P492,Product-P492,Electronics,53.82,0.61,53.21,Debit Card,Bangalore,2023-04-13,54,Male,High
O337256,1130,2024-03-23,P875,Product-P875,Beauty,406.83,23.26,383.57,Credit Card,Delhi,2023-03-12,52,Female,High
O420984,1057,2024-03-29,P419,Product-P419,Grocery,138.23,4.26,133.97,Cash,Chennai,2023-11-18,52,Female,High
O863187,1017,2024-02-12,P166,Product-P166,Electronics,466.63,41.75,424.88,Net Banking,Hyderabad,2023-04-22,39,Male,Medium
O613989,1162,2024-05-13,P710,Product-P710,Beauty,223.86,22.69,201.17,Debit Card,Bangalore,2023-08-21,24,Other,Medium
O339513,1110,2024-04-01,P868,Product-P868,Grocery,112.43,5.56,106.87,UPI,Mumbai,2023-06-11,59,Female,High
O629146,1234,2024-02-27,P844,Product-P844,Grocery,112.61,7.13,105.48,Credit Card,Chennai,2023-01-31,23,Female,Low
O771425,1164,2024-02-13,P226,Product-P226,Clothing,169.42,36.14,133.28,Credit Card,Hyderabad,2023-05-15,45,Female,Low
O794125,1248,2024-03-06,P889,Product-P889,Beauty,78.87,14.74,64.13,Cash,Mumbai,2023-10-20,50,Male,Low
O565897,1125,2024-01-28,P769,Product-P769,Electronics,72.38,1.05,71.33,Credit Card,Hyderabad,2023-08-08,57,Female,Low
O828961,1232,2024-04-07,P226,Product-P226,Beauty,36.61,2.78,33.83,Debit Card,Delhi,2023-12-29,50,Female,Medium
O753050,1168,2024-01-03,P408,Product-P408,Home,400.68,79.53,321.15,Cash,Bangalore,2023-02-24,23,Female,Low
O396439,1262,2024-02-05,P528,Product-P528,Electronics,17.8,2.73,15.07,Cash,Mumbai,2023-08-28,24,Female,Medium
O915749,1217,2024-01-30,P903,Product-P903,Electronics,879.97,131.4,748.57,Cash,Delhi,2023-09-22,43,Male,Low
O409698,1235,2024-03-08,P951,Product-P951,Beauty,47.2,13.78,33.42,Net Banking,Hyderabad,2023-04-28,33,Female,Low
O446663,1176,2024-02-11,P140,Product-P140,Beauty,497.31,74.05,423.26,Debit Card,Hyderabad,2023-07-11,45,Other,Low
O801520,1050,2024-03-01,P102,Product-P102,Electronics,715.44,144.15,571.29,Credit Card,Chennai,2023-08-24,37,Male,High
O368322,1226,2024-05-06,P252,Product-P252,Electronics,33.67,7.87,25.8,Credit Card,Mumbai,2023-10-11,22,Male,Medium
O952679,1183,2024-02-29,P567,Product-P567,Clothing,103.38,8.19,95.19,Credit Card,Mumbai,2023-09-08,58,Female,Low
O546688,1125,2024-02-14,P995,Product-P995,Electronics,46.58,11.91,34.67,Net Banking,Bangalore,2023-08-08,57,Female,Low
O444625,1270,2024-01-30,P197,Product-P197,Electronics,111.14,0.32,110.82,Debit Card,Delhi,2023-06-23,49,Male,Medium
O954551,1121,2024-04-01,P548,Product-P548,Beauty,258.95,20.84,238.11,Credit Card,Bangalore,2023-10-15,41,Male,Low
O976303,1245,2024-03-28,P287,Product-P287,Electronics,41.83,5.03,36.8,UPI,Bangalore,2023-04-20,49,Male,Low
O238948,1090,2024-04-08,P806,Product-P806,Home,165.71,39.77,125.94,Debit Card,Mumbai,2023-05-06,58,Male,Medium
O941235,1218,2024-01-16,P964,Product-P964,Grocery,251.98,7.84,244.14,Cash,Hyderabad,2023-08-20,49,Male,Medium
O130216,1003,2024-04-22,P285,Product-P285,Beauty,220.69,25.14,195.55,Net Banking,Chennai,2023-01-13,32,Male,Low
O148205,1279,2024-02-03,P594,Product-P594,Home,88.91,3.01,85.9,UPI,Hyderabad,2023-04-04,50,Other,Medium
O858931,1064,2024-01-17,P367,Product-P367,Clothing,102.96,0.38,102.58,Cash,Chennai,2023-01-24,23,Other,High
O553873,1203,2024-02-27,P785,Product-P785,Clothing,198.25,30.87,167.38,Cash,Mumbai,2023-05-16,20,Male,Medium
O979789,1017,2024-03-04,P593,Product-P593,Clothing,198.14,39.45,158.69,UPI,Delhi,2023-04-22,39,Male,Medium
O273438,1284,2024-01-14,P111,Product-P111,Grocery,122.45,18.57,103.88,UPI,Hyderabad,2023-08-15,55,Male,High
O152796,1119,2024-01-20,P869,Product-P869,Home,270.65,26.03,244.62,Net Banking,Bangalore,2023-03-13,50,Male,High
O182659,1204,2024-05-09,P328,Product-P328,Beauty,48.9,9.44,39.46,UPI,Delhi,2023-09-28,54,Other,Medium
O431414,1020,2024-04-27,P554,Product-P554,Beauty,188.05,25.28,162.77,UPI,Hyderabad,2023-11-05,61,Other,High
O684194,1145,2024-01-31,P609,Product-P609,Electronics,34.57,1.06,33.51,UPI,Mumbai,2023-11-02,59,Other,Medium
O633030,1036,2024-01-01,P945,Product-P945,Electronics,105.1,24.96,80.14,Cash,Bangalore,2023-06-24,61,Female,Medium
O956255,1186,2024-02-22,P770,Product-P770,Home,26.89,7.67,19.22,Net Banking,Mumbai,2023-07-05,23,Male,Medium
O596116,1069,2024-02-27,P964,Product-P964,Home,18.88,1.88,17.0,Cash,Chennai,2023-04-30,43,Other,Medium
O457938,1267,2024-04-03,P833,Product-P833,Home,560.54,19.17,541.37,Debit Card,Mumbai,2023-02-20,29,Other,Medium
O148001,1113,2024-03-31,P949,Product-P949,Clothing,101.47,16.67,84.8,Net Banking,Mumbai,2023-09-13,45,Female,Medium
O366641,1145,2024-02-12,P604,Product-P604,Grocery,181.36,44.71,136.65,UPI,Mumbai,2023-11-02,59,Other,Medium
O579247,1226,2024-02-20,P292,Product-P292,Electronics,629.12,175.57,453.55,UPI,Delhi,2023-10-11,22,Male,Medium
O764000,1219,2024-02-18,P833,Product-P833,Clothing,134.07,4.33,129.74,UPI,Mumbai,2023-03-03,23,Female,Low
O241176,1292,2024-02-01,P890,Product-P890,Home,20.75,2.85,17.9,Cash,Chennai,2023-05-02,35,Male,Medium
O979562,1254,2024-05-07,P104,Product-P104,Beauty,13.74,3.03,10.71,Cash,Hyderabad,2023-04-08,28,Male,High
O208584,1156,2024-05-03,P620,Product-P620,Grocery,87.15,18.09,69.06,Debit Card,Delhi,2023-11-25,32,Male,High
O503348,1222,2024-04-09,P773,Product-P773,Beauty,26.6,4.84,21.76,Net Banking,Chennai,2023-02-02,28,Male,Medium
O574843,1175,2024-04-17,P723,Product-P723,Grocery,351.97,28.89,323.08,Net Banking,Bangalore,2023-03-20,28,Male,Medium
O984027,1222,2024-02-04,P241,Product-P241,Home,96.82,17.5,79.32,Cash,Bangalore,2023-02-02,28,Male,Medium
O754487,1154,2024-03-21,P828,Product-P828,Beauty,49.92,9.47,40.45,Debit Card,Delhi,2023-10-02,56,Female,High
O628370,1282,2024-03-15,P803,Product-P803,Clothing,175.74,48.57,127.17,Debit Card,Delhi,2023-05-08,25,Male,Low
O711116,1073,2024-03-23,P827,Product-P827,Electronics,117.59,26.84,90.75,Cash,Hyderabad,2023-08-21,53,Male,Medium
O648122,1297,2024-04-16,P790,Product-P790,Beauty,409.94,35.16,374.78,UPI,Mumbai,2023-04-20,33,Male,Low
O379947,1031,2024-01-28,P125,Product-P125,Home,98.24,4.28,93.96,Credit Card,Delhi,2023-05-23,59,Other,Medium
O313910,1017,2024-02-11,P393,Product-P393,Clothing,78.92,3.47,75.45,Credit Card,Bangalore,2023-04-22,39,Male,Medium
O878476,1118,2024-01-09,P467,Product-P467,Home,434.93,13.37,421.56,Cash,Delhi,2023-05-16,51,Male,Low
O500118,1044,2024-04-09,P343,Product-P343,Beauty,80.58,18.96,61.62,Net Banking,Mumbai,2023-02-19,21,Female,Medium
O879794,1073,2024-04-09,P526,Product-P526,Clothing,131.86,38.21,93.65,Credit Card,Mumbai,2023-08-21,53,Male,Medium
O764575,1263,2024-03-05,P307,Product-P307,Beauty,285.61,74.45,211.16,UPI,Delhi,2023-01-28,33,Male,High
O913848,1006,2024-04-04,P873,Product-P873,Beauty,157.18,25.78,131.4,Cash,Delhi,2023-04-25,38,Male,High
O282237,1294,2024-02-19,P401,Product-P401,Home,402.13,21.4,380.73,Credit Card,Delhi,2023-07-28,35,Male,High
O377075,1015,2024-05-11,P222,Product-P222,Home,73.99,0.9,73.09,Net Banking,Chennai,2023-01-16,41,Female,Low
O588983,1234,2024-02-03,P264,Product-P264,Beauty,120.83,30.67,90.16,Credit Card,Bangalore,2023-01-31,23,Female,Low
O911242,1285,2024-02-09,P140,Product-P140,Grocery,243.2,67.75,175.45,Cash,Mumbai,2023-10-09,57,Other,Medium
O650916,1263,2024-03-18,P602,Product-P602,Beauty,197.07,32.53,164.54,Credit Card,Bangalore,2023-01-28,33,Male,High
O536135,1289,2024-02-26,P288,Product-P288,Beauty,45.12,0.92,44.2,Cash,Delhi,2023-10-04,52,Female,Medium
O447148,1218,2024-04-13,P194,Product-P194,Clothing,454.21,30.14,424.07,Debit Card,Bangalore,2023-08-20,49,Male,Medium
O597923,1182,2024-04-02,P400,Product-P400,Grocery,32.34,9.22,23.12,Cash,Chennai,2023-06-15,30,Female,Low
O355671,1122,2024-01-03,P217,Product-P217,Clothing,203.5,27.21,176.29,Cash,Chennai,2023-10-03,54,Other,Medium
O369054,1192,2024-01-11,P798,Product-P798,Clothing,16.46,1.88,14.58,Credit Card,Hyderabad,2023-02-10,59,Female,Low
O941814,1268,2024-03-13,P125,Product-P125,Beauty,652.39,160.9,491.49,Net Banking,Chennai,2023-02-01,22,Male,Low
O638857,1004,2024-05-10,P556,Product-P556,Home,6.24,0.08,6.16,Debit Card,Bangalore,2023-05-21,60,Other,Medium
O107686,1217,2024-01-22,P198,Product-P198,Grocery,176.05,51.32,124.73,Cash,Chennai,2023-09-22,43,Male,Low
O315565,1045,2024-01-17,P315,Product-P315,Grocery,71.83,18.64,53.19,UPI,Mumbai,2023-07-03,42,Male,Low
